product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
736dbfee5f7255179bdc8327bf1e38e0,Fashion_Bolsas_E_Acessorios,60,1180,15,5300,18,17,15
c0d44799bf113c42b744c0c5310a081e,Fashion_Bolsas_E_Acessorios,44,466,15,1000,20,10,20
93a768547d47e73c2706e76cad0d87fb,Pet_Shop,53,830,15,6000,39,20,46
9cb42a0117f7a4098d69936a6e772481,Telefonia,39,365,13,100,16,3,11
3bbb1f94c6871212f10e8c25012a8e19,Telefonia,39,365,13,200,16,3,11
57fcacc3434a1f2f2b039c1b4e61f5e1,Telefonia,39,365,13,50,16,3,11
a25a9e3433043fb8a0808f310d8d8203,Fashion_Bolsas_E_Acessorios,46,846,13,1000,45,16,45
cf0d29a0ea1464f4c3e5594d0746c51b,Telefonia,39,365,13,100,16,3,11
23178b11e22e9265d208346b0607974b,Telefonia,39,365,13,100,16,3,11
8fe1065427012c8b98629be50f60c193,Telefonia,39,365,13,50,16,3,11
74e48c5377480b7d048d7b294abc569b,Cool_Stuff,45,3908,13,300,21,12,12
cf262d646b27e22488de0494b5d08da0,Utilidades_Domesticas,63,807,13,1900,27,23,35
2a21592fa9b5f82a36ec4e151bb31d10,Fashion_Calcados,40,303,12,500,29,7,16
69e3a7b303638194dc5edd5e6abff8ff,Fashion_Calcados,40,303,12,400,29,7,16
0b9d32c4f39a77eca7f39c5b69ebc690,Fashion_Calcados,40,303,12,300,29,7,16
53e4a9df6738c52c11e3856a977404c4,Fashion_Calcados,40,303,12,250,29,7,16
64814436ab31f1548144e0c5fbf4bf2e,Fashion_Calcados,40,303,12,500,29,7,16
db49e555273e8f70eac0f18f20919850,Fashion_Calcados,40,303,12,400,29,7,16
5ffd443a2b6ec639a1e28bc11936455a,Fashion_Calcados,40,303,12,300,29,7,16
b993dfaf418915ff7d0aa74016f030f7,Fashion_Calcados,40,303,12,500,29,7,16
1a57051039dca27521c83e2212042176,Fashion_Calcados,40,303,12,500,29,7,16
ae7a0b7f28e53b07d86e85f796d6e6de,Fashion_Calcados,40,303,12,500,29,7,16
71fa3ded050dac9c89b71383bbe4df76,Fashion_Calcados,40,303,12,400,29,7,16
f39288f58793ce5e6985b3f7832af88c,Fashion_Calcados,40,303,12,300,29,7,16
1c687f9714b91f95caf2727cf84e5be3,Fashion_Calcados,40,303,12,500,29,7,16
de607575b49bac3e75ff4e11bd3d3c11,Fashion_Calcados,34,240,12,200,29,7,16
09f62215f404dbd29cb4378c9952e1b9,Fashion_Calcados,34,240,12,200,29,7,16
40376ad8bd1bd1066449dbb09440dc43,Fashion_Calcados,34,240,12,200,29,7,16
da32065ce3a1cac419193576b899ee75,Fashion_Calcados,34,240,12,200,29,7,16
39a0578866cba21bcead91f5221af2a8,Fashion_Calcados,34,240,12,200,29,7,16
5525bcf86683c9d9777c2f28326d7db4,Fashion_Calcados,34,240,12,200,29,7,16
e5eaae7d68dab0ac80b3a5bb888f33f0,Fashion_Calcados,34,240,12,200,29,7,16
de4a736d3f2df1266774822d9a4762a8,Fashion_Calcados,34,240,12,200,29,7,16
814db92f0cda8c71fa27f4b022cea56f,Fashion_Calcados,34,240,12,200,29,7,16
5e459bd31247ee46fa95b09556600a6a,Fashion_Calcados,44,284,12,300,29,7,16
bb31a27a0b24236c8ce7e0c6264c51ec,Telefonia,49,276,12,100,19,3,11
dfb68ce52d4975e692909a1bf9d59f1b,Fashion_Calcados,44,284,12,300,29,7,16
f92ece990baf778926b7349c309b55f7,Pet_Shop,38,734,12,7300,49,29,34
844f0dc5dc6484304c769ce90e7a2c48,Fashion_Underwear_E_Moda_Praia,63,3853,12,700,20,10,15
12b86b2eab3b8c2bbf01adc381aa96e2,Fashion_Calcados,44,284,12,400,29,7,16
8b92139f9270553dc3fefeac3ef69034,Pet_Shop,38,736,12,4200,49,29,34
ca16f79f5392d53aa17b906d345d2e7c,Utilidades_Domesticas,53,734,12,11450,35,55,35
ca74d0530e5f2c942254f4d63dd037c8,Telefonia,19,543,12,100,16,3,11
60575d29211e79ad70c3f9e0626d255a,Brinquedos,54,916,12,250,20,15,15
a3e18f7e8c86e3971fad2ff11d38d2a9,Telefonia,23,133,12,100,16,3,11
ed8ba7857b8c1dd66da5bf95ecd166a4,Utilidades_Domesticas,42,660,12,23600,40,65,40
ba29a4c469271c108790a9dcf0344716,Telefonia,45,402,12,90,19,3,11
67085b88a68c08cfe73132310f0574f3,Moveis_Decoracao,57,209,11,800,40,8,35
7e34dea6bf1b26c294d48bfc3fa41d9e,Fashion_Underwear_E_Moda_Praia,63,3140,11,400,16,5,11
bad02bda4c5cc1c81501022f3b06101c,Moveis_Decoracao,38,723,11,1100,30,31,30
2c818013dbc95f5cd2d6a393a31813e0,Moveis_Decoracao,63,233,11,1500,42,14,32
f48d34d7fa5828bde48c15d602f26aa7,Moveis_Decoracao,63,233,11,3000,41,17,32
45dcebc4f3d844e116f01e3f191711dc,Utilidades_Domesticas,63,771,11,3000,47,25,32
227bdd697845ec3537a795cc900e715d,Moveis_Decoracao,55,207,11,1200,30,10,25
b5d6ad9c3af003e2e9bf0ad06106e41e,Moveis_Decoracao,64,69,11,1000,42,11,35
62ae6a8f5789aec14529a277c7516def,Moveis_Decoracao,63,554,11,2300,41,26,31
05a6b99c0460f22f5f8101493c0e3c0e,Moveis_Decoracao,64,69,11,1300,42,11,35
d9965bb41ec6a56e7cfc31ede4bc4276,Brinquedos,58,916,11,200,16,15,20
aa07dadb101ca2d652eaaec5c33c37af,Moveis_Decoracao,57,108,11,3600,40,8,35
ed811f9c4ce4994aa221a2b3875666db,Telefonia,45,349,11,100,19,3,11
a996a4fecaea5e7e2638d2c5078ebf4b,Moveis_Decoracao,64,69,11,1050,42,11,35
2fcd5f747ee88ffce15493b3cf70d8d2,Fashion_Underwear_E_Moda_Praia,63,3140,11,600,16,5,11
d8b8d1f52d47dbbb51aa6990c3942402,Telefonia_Fixa,52,401,11,100,19,3,11
9ce6c37f9df63de67692c3f7d4d209f1,Moveis_Decoracao,53,194,11,1100,31,11,26
c261f239575a146a38e4d4c72b58f403,Moveis_Decoracao,63,1285,11,10300,70,25,55
4c6da5fa882447ab7e8d0fb767f8aa99,Moveis_Decoracao,63,1285,11,9000,70,25,55
edaa2bd93560f6d79e10b21fa2858004,Moveis_Decoracao,57,192,11,2350,36,21,36
152153cc85a6e47325494a479a93fc4b,Telefonia,31,269,11,200,16,3,11
2d1ff2e44c1df1b288d32c02737d6f34,Moveis_Decoracao,64,236,11,2600,36,11,26
7cbe94f9b52c88ed1adf7a1300a7b3da,Moveis_Decoracao,57,108,11,1300,40,8,35
30d577873676f4d719154369ba416dbd,Moveis_Decoracao,57,184,11,2550,36,21,36
fef63ef09494166bda2812ff585be979,Esporte_Lazer,57,3119,11,375,29,15,15
e5bd4928528bfa0551202a5e1dfbd3d3,Telefonia,47,382,11,100,16,3,11
ddad89d4353753d93ac500b1caa5bf09,Moveis_Decoracao,57,184,11,2200,36,21,36
076743539f8476d5c8a1e4e7b62ffc26,Moveis_Decoracao,57,108,11,3000,40,8,35
776361ea39eac34a8bf1579a006a09a8,Moveis_Decoracao,53,194,11,1150,31,11,26
f3c264e374d6bd3a14a48ea44b94f8c2,Telefonia,34,540,11,50,16,3,11
b512f3c014a02179181951e048ed73cb,Moveis_Decoracao,64,69,11,1800,42,11,35
73efecdfe04fa13599a99282cebf99ff,Moveis_Decoracao,57,108,11,850,40,8,35
5f5bbc07d9368cd776c05cae2c71c624,Moveis_Decoracao,57,184,11,2200,36,21,36
14aa8b2c8709b5e12cf97b252e111a59,Ferramentas_Jardim,60,177,11,1000,35,20,20
a3394de35879ea62967d01d3d93b2cc1,Moveis_Decoracao,57,184,11,2300,36,21,36
4508bced363e65d5a3e0339f625b8df5,Moveis_Decoracao,63,527,11,5550,41,26,31
6862b28b66bffc7da9f9c4fffa2b5cdf,Telefonia,47,382,11,100,16,3,11
c6758bd39e90df0a71fb8de73b3a2bf0,Moveis_Decoracao,55,207,11,900,30,10,25
382c2f734ff9d09b3cc73d86f618dbd6,Moveis_Decoracao,63,527,11,2400,41,26,31
6f431420cb4f91e9c20f89e83abd17d9,Telefonia_Fixa,31,295,11,100,19,3,11
06aad8525aef9517e71a080aa973de58,Moveis_Decoracao,60,197,11,1600,31,11,26
8546c6aec945658dd6de0b125806bc8a,Moveis_Decoracao,63,527,11,2700,41,26,31
efce86e8447765eda9f3db06491e819a,Moveis_Decoracao,57,108,11,2800,40,8,35
f9bb291280bceedf7840b89e1e75b89c,Moveis_Decoracao,57,113,11,2400,40,8,35
6f79d50d852c044e3f7f0954d13aeacf,Moveis_Decoracao,53,194,11,1100,31,11,26
16280ca280a86fee2ba3c928ed04439f,Moveis_Decoracao,64,236,11,2200,31,11,26
84a77e7e0bd4806ffd493e8a8c37737d,Papelaria,52,145,10,3600,36,8,15
7aeaa8f3e592e380c420e8910a717255,Eletrodomesticos,37,1642,10,5500,29,37,25
afc026db9e1bc0f06ae19abe8aff3b66,Eletrodomesticos,59,113,10,10750,50,50,50
363daaf7bd11e7d76a33134068e06985,Malas_Acessorios,51,1494,10,1050,30,15,15
441b81eac0773c6ed4ec1e1fb42ebba5,Papelaria,44,893,10,1600,32,52,19
20ab1de6964467372e314a0e84d6719b,Papelaria,59,899,10,1900,40,10,30
c44f25ecf77c3fdd779c0fcac33aef1f,Instrumentos_Musicais,64,996,10,1400,50,18,45
d239ed6ed6dabbcbfd8a3b776e1ca50c,Utilidades_Domesticas,59,1199,10,30000,60,60,60
a69e3d74b5056570954717a7efc806de,Malas_Acessorios,58,529,10,3350,29,28,24
bd5556852920e0d5ebb6044894391ca6,Esporte_Lazer,53,3219,10,250,28,13,14
bb5f7cb699fd0467c5d6289669df9510,Malas_Acessorios,48,991,10,3050,52,32,19
5e434712653feed8cd837cbd10ea9b18,Ferramentas_Jardim,63,1829,10,5800,54,36,15
326a0f5cd9ba675a997b260b0a0c5b6a,Moveis_Decoracao,63,1774,10,6900,19,69,38
d26fcc1c248f5f9f8340e6061bf1f2b5,Instrumentos_Musicais,63,999,10,1400,55,18,45
955d13d7e0c184665441e35897a4f3c3,Pet_Shop,37,734,10,6100,48,28,31
c03500a4a72be532834b3d947821d519,Pet_Shop,52,348,10,200,18,9,14
80a286e053c52c87a4900fba51ee5b05,Moveis_Decoracao,53,1429,10,650,35,2,25
9ba9e0b736763a4badc2d630822c0a1c,Utilidades_Domesticas,59,1403,10,30000,60,60,60
4b4a4a757b32080f88805beb030d7955,Papelaria,50,893,10,800,30,40,11
d1f69b1b509a6f4e1fdca33101625bc8,Relogios_Presentes,36,343,10,750,30,30,30
86742dc5c815f1c8c04c6e323e3c1865,Pet_Shop,37,734,10,6950,48,28,31
3d332427ec9de8802951c8fdd9b69029,Papelaria,60,301,10,800,35,30,35
bfdef2976f08b5f72e1cfa276a88f45a,Telefonia,25,538,10,100,16,3,11
91ebe9416c3c012500b800bd56e5f836,Moveis_Decoracao,50,1466,10,700,35,2,25
0de9e97aea20a7497e01b63e7788e43f,Utilidades_Domesticas,59,1408,10,30000,100,66,32
42ec84ace63b58b8c5a7ba7be01d5fb8,Cool_Stuff,52,1732,10,2550,24,23,27
c6fa05b26acb1af4a61bf2830419d1fa,Papelaria,38,867,10,850,30,40,11
c3e4984fcd36ab7d67ec30a89f745113,Automotivo,44,1223,10,2300,40,35,20
4b5e26931a0b0d3a690a3f520329a975,Esporte_Lazer,57,1161,10,9450,85,10,33
797db4aaf1d7db19f13d21423f07b8e1,Automotivo,60,1465,10,22900,87,40,30
64ab807f335fbe6aed126b2b5a094538,Moveis_Decoracao,63,209,10,1250,28,9,21
0d5837a2580f92e18e2d1b5f7fa70c2d,Utilidades_Domesticas,57,1343,10,30000,60,70,60
9d51d411e0141d07a1ba31dc732b1b60,Moveis_Decoracao,55,379,10,750,29,13,14
6a622dda60b04364ef5d8b59644b8afc,Utilidades_Domesticas,53,1234,10,8600,36,25,35
8a90417eb713be09fd87a5d077ae06a2,Esporte_Lazer,59,3949,10,500,20,10,15
b0e3993f15923db74f7aea09b8043717,Construcao_Ferramentas_Construcao,44,960,10,16400,52,53,35
524cace8752843f12129d6ecfae9c7cb,Bebes,37,1322,10,900,20,11,16
2d345ff10108fba24af9fb50ba534bc0,Telefonia_Fixa,52,401,10,100,19,3,11
08a60a2b8d7362c5da1b6bc61f7d1191,Instrumentos_Musicais,57,999,10,5400,50,17,38
a1b6b22c8c1e02e979fa25529704fec4,Brinquedos,28,635,10,200,16,6,11
8366b2d52a690d2d4665824069db5d9e,Papelaria,50,219,10,450,30,42,20
70c9ac8c8391f7aaf375c752eb40d265,Brinquedos,53,1593,10,1300,20,16,20
98935aea5a6ca26c5d8cd205a97c98d1,Papelaria,56,945,10,1550,32,52,19
c2bcdb759a32342591497db4153af052,Cool_Stuff,51,1987,10,700,16,8,13
65f42db0d3e2d8f4fe41b6c3eb0f6561,Brinquedos,59,929,10,450,18,11,16
c714f103a677fbcc818799ae0fcda11a,Eletronicos,59,1392,10,2100,25,9,32
9c98b59719a74f32903537bc5c9262ce,Papelaria,40,892,10,2850,32,52,19
f8e4c6a9bf1c1277191c445474b61778,Utilidades_Domesticas,53,596,10,600,28,17,28
65769f6fabbfd7d399bb5851d9af3fba,Esporte_Lazer,63,3191,10,300,20,10,15
612c7f49d1026f7beded75464b574f81,Beleza_Saude,55,3072,10,200,28,11,14
12bc892d6fff0dc42c8177f3665ef00e,Beleza_Saude,56,3847,10,100,28,13,12
6acb159c74b0fa813fb68bf88655c7ab,Ferramentas_Jardim,53,1052,10,1300,40,10,15
c4c7585167f8d6dc4ccc0b38f0d820ca,Esporte_Lazer,53,1330,10,200,23,7,14
69b7c4bad8ca0c2cddad020c139f7e95,Moveis_Decoracao,63,635,10,3600,38,15,23
69f07c49379a0c4bd660dd794a72f02a,Cool_Stuff,47,1793,10,925,20,41,15
ad0ee460b80a7d61b2bb7ef4074726bb,Telefonia,34,540,10,50,16,3,11
e7d7558873ff13253317bd0aac27f072,Telefonia,19,382,10,100,19,3,11
9523f1a3e7db9e38d55379435bd450c9,Bebes,45,659,10,10400,33,30,44
20090bcd0d43eb49feb63d53d387780b,Cool_Stuff,63,2597,10,300,17,17,20
a06a7deca7108e64a94482aae448c20a,Brinquedos,54,704,10,5100,29,15,40
62b0e890638d64f8e51e7418813fea07,Eletrodomesticos,37,1632,10,5050,29,37,25
9389eab000375a2774d1b51cdeef90e1,Utilidades_Domesticas,57,1400,10,18525,55,57,39
77a5af4a7d2e2717af0999f7dd0dd046,Malas_Acessorios,52,883,10,2000,32,52,19
59d8c83dc367b690a114f47a4bf78f8f,Esporte_Lazer,58,750,10,653,30,14,16
c7646a8d47c6414ce8e5770653f3e8b0,Moveis_Decoracao,38,722,10,5000,30,31,30
5605209fafe11a02a00c5744147e0c92,Malas_Acessorios,46,863,10,3450,30,40,11
588ea3decc0d8e1d19ce6160c5b0da1b,Utilidades_Domesticas,60,1632,10,1350,43,18,18
92d9f09c92944e22b74a09f5480be83d,Esporte_Lazer,59,1778,10,2700,63,10,21
9faa5e4f81da9a1b33f8d8f3ed90e89a,Papelaria,47,890,10,1850,32,52,19
40db914a3129475d11db840a1c411fba,Alimentos_Bebidas,57,3838,10,800,28,12,12
10876ffa7227a74d878729d3f6bea35d,Pet_Shop,46,474,10,2500,45,15,28
063d853b6d570a9a5d06e8e044658c21,Esporte_Lazer,63,1777,10,900,22,15,20
48633254f8b7b802b1ca8c4f4dcf3e33,Artes,53,638,10,200,25,5,33
4b04a764c875af7101955fbcd3989b7e,Bebes,44,657,10,8150,39,20,46
1f2bcc5a21172c008ccbcc28afb8bced,Moveis_Decoracao,63,635,10,1300,38,15,23
d2fc2696871ca6b94af5deb0a8d5590d,Livros_Interesse_Geral,32,1003,10,2500,17,25,12
75c859dbba6358947a27d204801125a6,Eletrodomesticos,57,1113,10,12900,25,25,25
230ce9f6bbf76fd85d941adb9213b018,Brinquedos,52,2984,10,2000,75,35,13
dc448e6ccff3210312c96e9fad49552d,Papelaria,53,893,10,2600,32,52,19
5928c970e675d6fdf39abc0dfc431ee9,Telefonia,45,402,10,150,19,3,11
c5e9b73e5f4c644885862ba3e1137b57,Brinquedos,50,1492,10,733,29,11,28
b15323f89b45fbb7ca64d625a4b741b2,Beleza_Saude,60,3866,10,1350,20,12,20
b0835e7780b8ccb0ee25440576992a23,Telefonia,19,382,10,100,19,3,11
8232a265a535c1f886b38335667be2a5,Bebes,59,1133,10,800,30,20,40
94edefbf96e14b332fdb1f57f5935734,Esporte_Lazer,50,789,10,200,17,10,11
c7bd850b9a356ee44d5a2a55f7a5b657,Esporte_Lazer,63,1562,10,1150,20,16,20
3a1855685a49813f60e6193864f7215e,Bebes,54,2583,10,11450,57,78,44
047b85649c33e9cbf34b2ccf8d41d622,Papelaria,57,349,10,5650,60,20,29
268dea74d2aec39c04aecdf03081ac60,Moveis_Decoracao,63,1764,10,1450,19,69,19
74bb93f0c5192fc10b1c78acf5d7b21a,Utilidades_Domesticas,55,606,10,650,28,17,28
77b544530b2a38fff1b3af62cfe355d8,Malas_Acessorios,52,1472,10,1000,30,15,15
7fab1a1472fdd934397068931f63f3ca,Brinquedos,53,200,10,600,30,25,20
e0b0974d4a06e6bd75b1412858f39da3,Utilidades_Domesticas,63,923,10,2900,37,4,31
8fc5538423eb3bd3c73721c7cafcadd7,Eletrodomesticos,53,346,10,13950,50,50,50
b906473f6ad88809cd95a1e7e77cd91f,Instrumentos_Musicais,63,1110,10,7050,55,17,45
e1d1d22e9f8122a4ec1533b032c12562,Ferramentas_Jardim,49,1163,9,2150,70,8,34
5370b82a213393979691c98074265584,Bebes,52,708,9,7950,33,30,44
7f6308ba4057a6a740af7b4dcfb79c13,Telefonia,63,1930,9,200,19,5,11
ace77a1ab97b16e1947ee74c5f2d8c64,Market_Place,50,312,9,600,29,12,23
9bfc587761f18460f4b443495f3588b4,Artigos_De_Natal,60,298,9,4200,40,35,40
d53d0094e20a39b4c5304940cf8995ea,Malas_Acessorios,58,890,9,1750,32,52,19
d0be993a2140a8cfe0a106b6c2d974b6,Construcao_Ferramentas_Construcao,40,1973,9,200,40,4,30
9f5a2290fe27f9c70ca8424e98229b62,Artigos_De_Natal,52,647,9,2400,41,16,38
3e49351c2f191cb67c4224b392531a74,Malas_Acessorios,43,883,9,1750,32,52,19
95d9994fadaf3720792cb0f1db17f782,Artigos_De_Natal,60,298,9,1000,35,30,35
c9576e5363ae9a93988b372d07f54b81,Fashion_Underwear_E_Moda_Praia,63,3853,9,700,20,10,15
35537536ed2b4c561b4018bf3abf54e0,Esporte_Lazer,59,1459,9,2100,36,9,14
f38c674135b439b1d2deb1d68da9f4e6,Automotivo,57,1412,9,600,20,10,15
2ae40c35ef6620f730a55329d0cd3301,Esporte_Lazer,37,968,9,700,30,36,20
7fa573c197477e03953feaa1d44bf28b,Bebes,49,1386,9,15200,48,61,47
1550a0fe151b511cb7cb327c55c865d3,Bebes,56,1386,9,10875,68,44,35
ad2184066b4e4686938c277100198f56,Papelaria,57,513,9,600,35,35,20
23fdd328796868ab2cf9e551c0d4673b,Brinquedos,56,1113,9,260,22,4,22
bf5f81431577de43f0cb0864d45f835f,Automotivo,52,553,9,650,16,29,22
527921e5d38d82e839ef2195d6455fc6,Pet_Shop,63,2653,9,20700,60,40,40
063595b8c2acd495d650be922916fbff,Moveis_Decoracao,63,744,9,1600,30,21,28
738da8ddda2e593acfdc53c2d1520dfa,Instrumentos_Musicais,63,950,9,8350,105,12,45
2afebecdbf5ff9f1058bc9164e65c200,Bebes,53,710,9,8800,33,30,44
dfe8b257ae3c4ac736e02845401f49f4,Esporte_Lazer,55,2660,9,5750,30,20,30
b37a8cda46313ac91d79f16601ca5253,Ferramentas_Jardim,59,1105,9,600,21,8,13
4fd6ec612afa6f67b850b157f00a3368,Ferramentas_Jardim,45,1095,9,598,38,30,38
e9906cf475ca638edcb034d031364e1b,Brinquedos,47,1375,9,550,29,18,28
6f2e4f2d177e72372b1e48c76b21a7b9,Moveis_Decoracao,53,747,9,2700,27,35,23
6c8353ee35a281d45677fc3715958586,Informatica_Acessorios,42,756,9,200,16,2,11
c58c4a2286822275285e4fae432accbc,Telefonia_Fixa,61,2845,9,200,20,15,20
566d15b940c0d5e7a0a37c82b8ce353f,Papelaria,58,327,9,400,21,7,15
37b57a225c7a1f044857d1dde7d18750,Instrumentos_Musicais,50,905,9,1300,42,8,38
5c61329e1b7e18310bbc294c17cd47bb,Brinquedos,31,936,9,250,18,16,16
8339aa8a9674a681e4b0fcdb98f586ad,Sinalizacao_E_Seguranca,53,927,9,1050,16,20,16
cc52718406f03a562ccf2bf14f584887,Consoles_Games,60,654,9,1150,46,7,33
7e79042d2bfd50df12f3a4bfff5c43b4,Instrumentos_Musicais,59,964,9,900,16,6,26
33abaf0c29c14849fa5163226ef1560e,Telefonia_Fixa,41,261,9,100,19,3,11
d3beab88b06d8b7f89e83f6744861ee5,Esporte_Lazer,59,1096,9,950,20,20,30
7fe486a60125c1541517e30944f95066,Eletrodomesticos_2,34,876,9,6350,55,10,67
bfdd5b3ebd8caed3cbd037fd900ac21c,Moveis_Decoracao,62,669,9,1200,40,15,28
8aa87bc5f3053b4df2b05a2d3059790b,Cama_Mesa_Banho,42,599,9,1400,16,15,15
2f2eee65fc4cc4a5ee8362730719d290,Papelaria,60,920,9,3100,30,52,20
6c4d1dce076249f2314ac8f3fc3cc7d1,Esporte_Lazer,56,2361,9,350,16,2,20
e255f22bd6a8498835b009609ccdcea1,Moveis_Decoracao,61,130,9,2800,36,11,26
43158180e30b3c0c252049265370d7b1,Utilidades_Domesticas,54,919,9,9660,31,37,25
fc35f167625d74f06ad5e5e643172cb9,Relogios_Presentes,63,258,9,200,18,10,18
6c8b2975a4a05d1f36948b20753b29ca,Ferramentas_Jardim,47,895,9,1500,45,10,35
306e6b5dda3397e4a9312f94d82565b5,Brinquedos,54,1213,9,8450,30,26,12
0c11c1f74fff6ffafd9ad22804132dac,Market_Place,33,738,9,297,24,13,19
90ff7bd006f43483742a0bc3a3a9734d,Automotivo,30,2372,9,395,19,21,16
d5e84279347d5f46ae9fdbbdd570a71d,Telefonia,51,1074,9,133,17,5,14
b557b0bf18a9a94750f8e6f64bc99109,Market_Place,63,1107,9,450,30,16,25
25b6dee1ad3c218c030f73d5acac19cc,Brinquedos,58,1222,9,1050,40,13,29
d48bb8824fcf4720229d970fff608fda,Moveis_Decoracao,62,222,9,2800,36,11,26
a3cdb889819a08cb9f6a68de568329e5,Consoles_Games,43,846,9,1000,20,30,20
27d089865ecb267c190122ec1feddb8a,Relogios_Presentes,60,539,9,250,16,2,11
981ded16f0a16ee18baf49b12796399a,Ferramentas_Jardim,37,2768,9,12500,30,30,25
fb5dcf669bb92534be46c2fef1131651,Telefonia_Fixa,60,802,9,2250,23,6,23
b45cf16d3053d517e0ac445498e4915b,Utilidades_Domesticas,53,755,9,14100,38,34,34
9048cbd294fe0c1a3ec8c8248bc2cadd,Instrumentos_Musicais,63,927,9,7500,55,18,45
2aafde3b2df26664216fa72787b7dda0,Brinquedos,56,661,9,1700,40,8,30
5ea060e5498eaeee39d5dc4b4525b7ac,Papelaria,58,771,9,450,16,20,20
2a4147c2b7b63a57aba916e6a5a03493,Fashion_Underwear_E_Moda_Praia,63,3853,9,700,20,10,15
9a1a6710ea1fc304f6ab28a27e1ac182,Papelaria,42,944,9,2000,32,52,19
3de4498dcdded5abe7349bd43c401c1f,Relogios_Presentes,60,418,9,300,16,2,11
c8ff3d9fa791c9b40a3c54a5da2394f2,Utilidades_Domesticas,60,590,9,6600,46,31,37
95d0a941f616c390aec42628850b99a9,Instrumentos_Musicais,60,783,9,2500,55,13,35
b95d07d7e22e1e9badc878fd8ced3dd2,Moveis_Decoracao,62,222,9,2350,31,11,26
c88eaf4f6701e48546ea2e580ef76c62,Artigos_De_Natal,60,303,9,14100,40,45,40
d7e07e9115cc56616d76a46cbc3e7c60,Automotivo,60,1963,9,100,33,2,23
ac4786140c38742724f166a81c594707,Moveis_Decoracao,23,284,9,400,16,22,18
3303c5bebf8d9dd9394a38501c4033f6,Moveis_Decoracao,62,222,9,1100,31,11,26
c2f914f366f5fd371453590b140e929d,Beleza_Saude,49,2652,9,400,22,12,22
562970ce0462981e1699d50878a10450,Utilidades_Domesticas,57,1348,9,375,28,11,15
6516d379bfcdbdc245518a279cee2a7c,Artigos_De_Natal,60,301,9,3000,40,35,40
856af50654f3ba4a223ae9b5b8d243c0,Telefonia,28,267,9,200,16,3,11
980036ff323e235a27b7999d343a8990,Cool_Stuff,33,703,9,600,16,9,11
f3ccdb9f9c7f31e0efd626e9110b85f5,Artigos_De_Natal,59,300,9,1800,40,35,40
c4a75a5c2477e9b73590c227e72052b8,Instrumentos_Musicais,50,958,9,800,45,5,38
7de84fd574b291fd6dc71f84c8c5120c,Papelaria,59,345,9,5700,60,20,29
3a7d90845985f39048815a6939c56be4,Bebidas,50,3065,9,273,21,16,15
33662f973425641efed81abbcbe11fb6,Moveis_Decoracao,21,418,9,5200,31,30,31
a00d11a2119bd70d658fc7cdcf1f59d3,Moveis_Decoracao,44,1460,9,650,35,2,25
2f4a64fe9c6430a9626b4745227cd0e8,Relogios_Presentes,45,375,9,650,30,15,15
f92ffd606b7b4417f1b714ed4b653e70,Bebidas,50,3138,9,550,30,15,15
20db47207304d368821e99cd7c56c635,Papelaria,38,355,9,1300,40,10,50
55945cf4a4e6def88dcc8996a581608a,Beleza_Saude,58,3930,9,275,28,12,22
c0dacf0751740480573fe22a20a984f3,Esporte_Lazer,57,1387,9,2350,40,9,30
