order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,total_price,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,delivery_days,delivery_delay,order_month,payment_sequential,payment_type,payment_installments,payment_value,Date
03e5d6a8dd520898f86f8429ccd07c21,1,2efbce46d36d9af306d4300db163b276,b494891378bd8f4560abe576c52deacd,45:13.0,119.9,15.94,135.84,72b319c928f3d04322db2e904d91a611,shipped,51:13.0,31:25.0,21:00.0,NULL,16-08-2018,NULL,NULL,00:00.0,2,voucher,1,46.8,30-07-2018
1449769412dea5d16183085a97ba3bca,1,a925b7e3c4b81decf87f5e1f381da50b,d1e2fe627180431ffda076abb303c56f,35:38.0,289,9.05,298.05,18df50d79545e4b86e36986c7271156b,shipped,22:36.0,35:38.0,38:24.0,NULL,11-04-2018,NULL,NULL,00:00.0,2,voucher,1,79.97,23-03-2018
4483bebac87f089540f2e5be0a6589f6,1,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,50:19.0,89.9,17.88,107.78,10b7134ae8b326cdb2d42aedd3093bc7,shipped,38:54.0,50:19.0,13:59.0,NULL,12-09-2017,NULL,NULL,00:00.0,2,voucher,1,74.99,18-08-2017
8d3815553beb9e0a66908d8df19e7ffb,1,bc7952b8b83834a52bc73204ea2576f2,3d871de0142ce09b7081e2b9d1733cb1,05:36.0,19.9,15.1,35,62ca0be9b9b1232f45da308d28f061bb,shipped,51:41.0,05:36.0,10:52.0,NULL,13-11-2017,NULL,NULL,00:00.0,2,voucher,1,15,20-10-2017
a0e2544c7da875c21ffe5c1f59a0fc0e,1,a5887cc02e8b2ee7e724408a38187ac9,813348c996469b40f2e028d5429d3495,51:23.0,33.9,14.1,48,97fc391dfdf0d9fa1128013b95049cc0,shipped,39:18.0,51:23.0,15:13.0,NULL,05-02-2018,NULL,NULL,00:00.0,2,voucher,1,28.23,12-01-2018
b5628337dad9ae1f38266f0e22fdae4a,1,757e8df3e7c5c52482db573f5f368e1d,522620dcb18a6b31cd7bdf73665113a9,11:12.0,79,60.61,139.61,5092c34f9cd47ca0d9113d39cc513940,shipped,02:11.0,11:12.0,22:39.0,NULL,09-05-2018,NULL,NULL,00:00.0,2,voucher,1,100,10-04-2018
e0699d3ded38cca3642677243da9f13b,1,dbb4ce89c8ed5fb6fd901e2e51093179,91f848e9f4be368f4318775aac733370,10:12.0,84.99,11.97,96.96,47b1ee85880e75bd8e8b4546cea0c711,shipped,59:36.0,10:12.0,32:43.0,NULL,09-05-2017,NULL,NULL,00:00.0,2,voucher,1,56.6,19-04-2017
e0b4e92a39bc8b93bc4ff121772819ea,1,64eb8b21706b8e2c733ba16bf02a1537,2c3d56f92f360fb89d849b84e8f50eae,30:36.0,40.5,13.08,53.58,df94e5683581981f437c1986e75c2a29,canceled,21:42.0,30:36.0,03:51.0,NULL,19-02-2018,NULL,NULL,00:00.0,2,voucher,1,24.31,01-02-2018
f50b6f864012d10caa8170ff1994cc54,1,642a40d4d73b4b2604968937de13634a,d2374cbcbb3ca4ab1086534108cc3ab7,10:02.0,12.9,15.1,28,2d231c527c22c03b8f87c6f2b220e3d2,shipped,01:07.0,10:02.0,28:48.0,NULL,09-01-2018,NULL,NULL,00:00.0,2,voucher,1,24.9,12-12-2017
931a32b4ca3fdc36741af29ea645d8bf,1,4c2394abfbac7ff59ec7a420918562fa,cc419e0650a3c5ba77189a1882b7556a,37:48.0,84.99,9.41,94.4,4e067fb6e20c27d9fb61342c64647181,delivered,44:14.0,41:08.0,14:45.0,34:51.0,26-12-2017,15,-5,00:00.0,2,boleto,1,94.4,06-12-2017
056c68d093c100017aab1f00f260705c,1,dee86721a08f1d5b57abb73f61eea265,951e8cef368f09bb3f3d03c00ca4702c,32:18.0,39.99,12.79,52.78,2a3e9cc5c751116945121703c3013c83,delivered,36:34.0,23:52.0,31:39.0,32:07.0,08-05-2018,9,-8,00:00.0,2,debit_card,1,52.78,21-04-2018
4018300cd8f4f33f0791e63dd085a089,1,aa21b6a3f4c75c7a9ae8d9ba32796914,3b15288545f8928d3e65a8f949a28291,30:56.0,154.99,17.99,172.98,1fc0f7cbe519bb5ed956596274e0c4a8,delivered,24:09.0,42:56.0,10:00.0,08:35.0,18-05-2018,14,-10,00:00.0,2,debit_card,1,172.98,23-04-2018
442d76affff0114c57a8b5e3af634638,1,a59fb60fddcc72a9878b7ed5cb69d8e4,7040e82f899a04d1b434b795a43b4617,31:10.0,14.9,22.85,37.75,8ef649ef21b6d9a16b2ddc78c9486b4b,delivered,56:03.0,44:41.0,50:53.0,07:53.0,16-05-2018,14,-9,00:00.0,2,debit_card,1,37.75,22-04-2018
4b2dcf714729a31ae2d3b69b1dd35629,1,e9a69340883a438c3f91739d14d3a56d,1b4c3a6f53068f0b6944d2d005c9fc89,30:40.0,159.49,32.24,191.73,e6e2f4bd5dc5431d4cccd258adcce955,delivered,33:05.0,54:31.0,32:08.0,08:38.0,23-05-2018,9,-23,00:00.0,2,debit_card,1,191.73,21-04-2018
66b28b67d37eb8809a5cf1cc3ceb8310,1,5aabb9c72866bc1b6aff2fb42852be3b,6d66611d7c44cc30ce351abc49a68421,31:53.0,159.9,11.74,171.64,1be4bdc654d6c8852647215506507d72,delivered,41:57.0,57:53.0,39:00.0,33:16.0,10-05-2018,6,-14,00:00.0,2,debit_card,1,171.64,20-04-2018
97eb8123f2508dda8d9234f0aca79572,1,69b45497bec8e36af6fd1a31b2cd8f9f,7ade73f1b9b4e965f9009a4c3a7e2c15,13:22.0,69.9,13.85,83.75,29e139325c0dac2e5a95c165699b68c3,delivered,54:22.0,13:22.0,37:33.0,12:09.0,02-05-2018,11,-8,00:00.0,2,debit_card,1,83.75,13-04-2018
b74ea2b3c3e2bbe005621c14ca939889,1,8340594577e768fdc5ceb3c3973a064b,b499c00f28f4b7069ff6550af8c1348a,49:26.0,79.99,18.44,98.43,d733d35de46ca9b765e1ab0a59285b9e,delivered,27:47.0,49:26.0,52:08.0,13:13.0,29-05-2018,7,-33,00:00.0,2,debit_card,1,98.43,19-04-2018
d65ef0f73f00ef3755af2d8ef6138ba5,1,d7b1317236e0c03475bfe67536ae3c81,d91fb3b7d041e83b64a00a3edfb37e4f,31:15.0,51.45,22.94,74.39,754580db05fdc599ca4532c09a328da2,delivered,58:06.0,14:15.0,07:40.0,48:32.0,15-05-2018,10,-12,00:00.0,2,debit_card,1,74.39,23-04-2018
de5b9ed8a33e27633d1c4a31445dddd1,1,bb02c40ca38878b8986798de4842d134,a673821011d0cec28146ea42f5ab767f,31:02.0,89.9,18.21,108.11,b371160fd327e88b578d64afeb088756,delivered,50:27.0,40:05.0,10:35.0,28:28.0,14-05-2018,10,-14,00:00.0,2,debit_card,1,216.22,20-04-2018
e17ed9c20d79f29256a4a514e8d07230,1,e6b6e13cf71449a457269f425b89dc74,b2ba3715d723d245138f291a6fe42594,30:53.0,109.9,8.53,118.43,f02281ff50731e8a5e07bbc0a45d4912,delivered,02:39.0,59:40.0,03:19.0,34:31.0,08-05-2018,3,-14,00:00.0,2,debit_card,1,118.43,21-04-2018
0668d086b3ae41adde3aed3dacbc8fae,1,3d2083882f7be28ab6c8d9c807e3026c,02f623a8eb246f3c5f7c2f96462654e6,31:33.0,209,43.74,252.74,18e56af97c2f24afcfaf7aa97ad2b969,delivered,39:14.0,25:40.0,59:00.0,18:53.0,01-08-2018,23,-6,00:00.0,2,debit_card,1,252.74,03-07-2018
159da9914b51de617fe80162939965c5,1,1613b819ab5dae53aead2dbb4ebdb378,16090f2ca825584b5a147ab24aa30c86,31:25.0,27.9,12.86,40.76,02611d7a9e40004ce72c2006dca2d7a9,delivered,13:49.0,40:26.0,59:00.0,04:50.0,24-07-2018,8,-11,00:00.0,2,debit_card,1,40.76,04-07-2018
45acb6840b062e10dd63454b19ce5212,1,ad4d0d4117b535484bf7e32089e5b1a5,f8db351d8c4c4c22c6835c19a46f01b0,31:51.0,779.9,67.48,847.38,7b2ff9be0c86252de722d6287c6d9668,delivered,36:57.0,21:01.0,46:00.0,03:42.0,31-07-2018,8,-20,00:00.0,2,debit_card,1,847.38,03-07-2018
45c6469f0136458ebcb1ae34e7a4c3b9,1,2ab3eebb03e660d44470d936c0f20bb6,138dbe45fc62f1e244378131a6801526,31:21.0,39.9,16.47,56.37,0b000057ede436dbb104e5378e0b8888,delivered,30:21.0,35:41.0,50:00.0,52:43.0,25-07-2018,6,-14,00:00.0,2,debit_card,1,56.37,04-07-2018
7c03bf6cda48e5312a9e4cfb0002f3b6,1,229e0aa8bfc8fc368eab501695dbcef3,0bebbb2cea103a4a020c95d43fd7d754,32:09.0,124.9,18.97,143.87,fcb0a07f3175199fbcbc0c2f848c2811,delivered,43:06.0,21:12.0,45:00.0,22:35.0,30-07-2018,7,-18,00:00.0,2,debit_card,1,143.87,05-07-2018
bbcd5aaa84b5c7ef86c0a723182d7a3a,1,4310db2c2f39a8a5fe403463e39ca5da,13074f016982ff2bd6c58ced8682f000,10:18.0,129,57.87,186.87,b5957b87d70d3b09ff0859bac2d2f12b,delivered,00:51.0,10:18.0,41:00.0,39:54.0,26-07-2018,5,-10,00:00.0,2,debit_card,1,186.87,10-07-2018
d1c8a4c31e8c7baecf7db50c988e5527,1,628f5ed6c14790dcb9233c8dbf596175,04308b1ee57b6625f47df1d56f00eedf,24:04.0,529.9,54.43,584.33,d29bf63857a4ba09729fdea095e6da9a,delivered,31:16.0,31:54.0,04:00.0,06:48.0,17-08-2018,25,0,00:00.0,2,debit_card,1,584.33,23-07-2018
d2c902f172e80f22126d53d9ff7871b2,1,57f2bc497c1a3ebe41ba7a06d78ed159,6560211a19b47992c3666cc44a7e94c0,31:06.0,55,7.65,62.65,8a320a211ebebf7ce02c6a514f0aaeac,delivered,52:04.0,33:24.0,14:00.0,12:25.0,17-07-2018,2,-11,00:00.0,2,debit_card,1,62.65,03-07-2018
0d0e88a418636d40ea780339701db49c,1,c281cd6ab8544581722062ab2bc7a217,8f2ce03f928b567e3d56181ae20ae952,31:31.0,99.9,21.19,121.09,32feb02b40768c61b91835e766bc87f4,delivered,19:19.0,31:31.0,58:15.0,29:09.0,02-03-2018,24,-8,00:00.0,2,debit_card,1,121.09,29-01-2018
3ed99ad145f818a65b1bcfce6a4182fb,1,5411e9269501a870cabf632f05655131,3d871de0142ce09b7081e2b9d1733cb1,31:51.0,129,18.15,147.15,bef38470e63f1682262948029b5d9ab5,delivered,38:49.0,05:32.0,16:58.0,29:45.0,15-02-2018,19,-17,00:00.0,2,debit_card,1,147.15,09-01-2018
900fac51d850dfc38fceb9c413441c67,1,cab49aa7c76189e7e6d55ad8c7f9eb91,33ac3e28642ab8bda860a2f693000e78,08:21.0,82.99,15.34,98.33,9f1c1125dfe6ebc040a6265c3dc6a8a2,delivered,16:54.0,08:21.0,56:37.0,51:15.0,22-02-2018,19,-3,00:00.0,2,debit_card,1,98.33,31-01-2018
94fe39bee80c1c3079352b97adba095a,1,28f71b48a5f99f0bcf4642ae10352557,921323538c9f1c4e816f2720eac02bea,18:27.0,196.99,22.18,219.17,3926adbfbecd9bc9746045fa0fd01519,delivered,07:51.0,18:27.0,13:13.0,06:03.0,16-02-2018,13,-16,00:00.0,2,debit_card,1,219.17,18-01-2018
9e20564752c879d871ac6c809777e4d1,1,651fe753ea1d6ad3d5744c1bffd3d6e1,7178f9f4dd81dcef02f62acdf8151e01,16:50.0,19.9,15.1,35,92870209c9c8b251ee171e1a7362ae57,delivered,03:06.0,16:50.0,58:40.0,17:42.0,01-03-2018,9,-27,00:00.0,2,debit_card,1,35,23-01-2018
d1329f2d9a7c9c972b1ab5c6b7c8d3a5,1,b36f3c918c91478c4559160022d3f14e,1ca7077d890b907f89be8c954a02686a,11:27.0,150,14.8,164.8,cb4be9a063393bfe007a290302727b26,delivered,16:10.0,11:27.0,28:11.0,22:30.0,05-02-2018,13,-19,00:00.0,2,debit_card,1,164.8,03-01-2018
d7d9f1ff0b6aa62f2d4e7fc99e60e8ea,1,651fe753ea1d6ad3d5744c1bffd3d6e1,7178f9f4dd81dcef02f62acdf8151e01,56:22.0,19.9,15.1,35,acac7c47f37fdb07e2bfe3932a997d3b,delivered,21:41.0,56:22.0,18:53.0,52:56.0,21-02-2018,7,-28,00:00.0,2,debit_card,1,35,17-01-2018
f17a58e669a7f4cf7a7f227899f8abf7,1,2ffdf10e724b958c0f7ea69e97d32f64,4869f7a5dfa277a7dca6462dcf3b52b2,31:25.0,213.9,16.25,230.15,317409042fe3982fa0919b9011ff9494,delivered,27:45.0,31:30.0,32:44.0,05:22.0,19-02-2018,23,-10,00:00.0,2,debit_card,1,230.15,17-01-2018
fce3db7092e1f432d0ec790414b6a5e4,1,7c1bd920dbdf22470b68bde975dd3ccf,cc419e0650a3c5ba77189a1882b7556a,25:00.0,58.99,7.39,66.38,32cec402b0fb8f9600fca3c9705f3adc,delivered,33:37.0,25:00.0,41:00.0,49:29.0,28-06-2018,6,-22,00:00.0,2,debit_card,1,66.38,31-05-2018
fe49c4a1416840f8ed6bd36daac85aae,1,cf857bce01d442bb8631a548a4432def,271c58a1d139c45eaf3316107c6d3a3b,18:31.0,169.9,20.38,190.28,88ed0ffd90c7e0c8ab95752a16f01d2c,delivered,00:08.0,18:31.0,15:00.0,24:40.0,18-07-2018,13,-16,00:00.0,2,debit_card,1,190.28,19-06-2018
00ac05fe0fc047c54418098eb64e3aaa,1,78efe838c04bbc568be034082200ac20,0241d4d5d36f10f80c644447315af0bd,30:55.0,99.9,23.57,123.47,8935036852a292fe1f61a03c7d51831d,delivered,19:55.0,30:55.0,12:12.0,03:16.0,16-03-2018,12,-14,00:00.0,2,debit_card,1,123.47,18-02-2018
0fdb6f73fab7005c84d4a43d8a93682b,1,7674e3decaed7f0ebef4717b1db8334a,1d4587203296c8f4ad134dc286fa6db0,22:21.0,15.9,18.23,34.13,33c3a199bd245cf5ff352a8f4f84da57,delivered,51:21.0,22:21.0,29:00.0,41:32.0,29-06-2018,16,-2,00:00.0,2,debit_card,1,34.13,11-06-2018
1896e8b8fd196151559b02e31e98ce89,1,eb8c629f70275fd1c4f809116cce1efc,1025f0e2d44d7041d6cf58b6550e0bfa,31:38.0,35,19.48,54.48,1a2a799fe374131d470b9ad84e43b4cc,delivered,09:47.0,48:09.0,18:22.0,48:34.0,02-05-2018,31,-23,00:00.0,2,debit_card,1,108.95,09-03-2018
2a794faaa57fd9d51264972ad3981893,1,08834f7365a6bc07d7049b7f4e95f8e8,4bfc7a4a1cf8d4d2121c27422d9e50b5,30:57.0,139,13.41,152.41,899b9fd41967382bf69843cd2343bbad,delivered,20:00.0,33:19.0,25:00.0,11:42.0,04-06-2018,9,-10,00:00.0,2,debit_card,1,152.41,16-05-2018
2d2084741ee31a371ffe0b838051d0dc,1,db25a58a5da5dfe2fd19f2604491bd27,4e7c18b98d84e05cbae3ff0ff03846c2,47:53.0,49,17.6,66.6,1a66bf0ca8926c664ad542e9d551805d,delivered,36:18.0,07:34.0,42:33.0,42:49.0,16-03-2018,34,10,00:00.0,2,debit_card,1,66.6,20-02-2018
2f4597354cca1be196ca6b609711c109,1,43423cdffde7fda63d0414ed38c11a73,b1fc4f64df5a0e8b6913ab38803c57a9,27:28.0,54.99,15.13,70.12,7539ebe53893b272e154928429cdbce4,delivered,06:48.0,27:28.0,08:04.0,41:44.0,05-03-2018,12,-19,00:00.0,2,debit_card,1,70.12,02-02-2018
305f4f2afe70d838e381fb7a3c973838,1,79da264732f717f10ebf5d102aa6c32a,562fc2f2c2863ab7e79a9e4388a58a14,11:32.0,29.99,22.85,52.84,755e256c7a05f319e195cde33d095d4f,delivered,44:22.0,11:32.0,57:00.0,34:40.0,05-07-2018,22,-4,00:00.0,2,debit_card,1,52.84,09-06-2018
497dd86000dbe348d33b6fa239f2521b,1,3489d3fae282f7944399bc697554a1e5,f84fa566034f5e8e880a07ec624c56af,22:16.0,29.79,7.47,37.26,540414af4996cfdbb392622b3c082294,delivered,57:12.0,22:16.0,52:00.0,40:32.0,12-07-2018,4,-16,00:00.0,2,debit_card,1,37.26,21-06-2018
5a254755df1e90c1e7bff386319a9cc7,1,88c676304d4d4f0eaafc6ca88308f83b,f5a590cf36251cf1162ea35bef76fe84,53:45.0,110,23.27,133.27,23c2819f22e5fdc29df19048b6dac5ba,delivered,37:48.0,53:45.0,25:00.0,23:42.0,28-05-2018,9,-14,00:00.0,2,debit_card,1,133.27,05-05-2018
7f949bbc94c8580ad60e90fd93358395,1,bc74f63361c15c1a5baa5b97ac432e62,4869f7a5dfa277a7dca6462dcf3b52b2,46:36.0,199,16.14,215.14,236ec63256bb9c3e17bf8a07a310e353,delivered,28:31.0,46:36.0,22:24.0,41:38.0,13-03-2018,12,-14,00:00.0,2,debit_card,1,215.14,14-02-2018
8c13aa9bfa920854ca73694d94387d40,1,89321f94e35fc6d7903d36f74e351d40,16090f2ca825584b5a147ab24aa30c86,14:13.0,27.9,7.87,35.77,8ad17d877d2373c52b855c0eed7295bd,delivered,39:50.0,31:47.0,24:00.0,21:44.0,29-05-2018,3,-5,00:00.0,2,debit_card,1,35.77,21-05-2018
a4431cbd79dbddaae7988ce6091cbc3c,1,89321f94e35fc6d7903d36f74e351d40,16090f2ca825584b5a147ab24aa30c86,16:55.0,27.9,18.3,46.2,adfe737c33fa2f72bef49dc2d2e7b48a,delivered,48:23.0,16:55.0,37:00.0,19:35.0,16-07-2018,7,-20,00:00.0,2,debit_card,1,26.2,19-06-2018
aca32a744ead78cb64a902170bf3147e,1,c3602326cc2e91dc18ad2ae9a575b5e7,70c27847eca8195c983ed7e798c56743,12:17.0,124.99,13.86,138.85,147d57c32f7addc4a7d0f123e7cc9c16,delivered,49:15.0,12:17.0,45:00.0,03:46.0,12-06-2018,11,-10,00:00.0,2,debit_card,1,138.85,21-05-2018
c3a4760791fe90fe58b360dbfc812805,1,82e4ad16521ca131d95e198d507db370,128639473a139ac0f3e5f5ade55873a5,08:23.0,18.9,18.23,37.13,d5cf24f8a54993e112a17ef2632bad06,delivered,50:20.0,08:23.0,02:45.0,46:34.0,16-04-2018,18,-7,00:00.0,2,debit_card,1,37.13,21-03-2018
c826a07d5cb930694861c4478383e5da,1,65ded196f8f1dbea9916be9b6fcfa0b7,d1ef48b38baca7e831711c4a0aeb398f,30:13.0,45.6,15.2,60.8,35ea9919e33272ab715f8c1964693b91,delivered,20:37.0,30:13.0,46:35.0,59:37.0,20-04-2018,7,-15,00:00.0,2,debit_card,1,60.8,28-03-2018
cb6c4a73c3a96d368b2eb15d29d0a243,1,bcb73e60afae97b054a92e2a80759091,8b321bb669392f5163d04c59e235e066,16:03.0,18,19.04,37.04,b493af162186d2b09bb066045b51650a,delivered,00:17.0,16:03.0,56:00.0,16:43.0,11-06-2018,19,-13,00:00.0,2,debit_card,1,37.04,10-05-2018
d19e65e88e48b013c91b0e77c852d06e,1,99051458e8e83372d619c3092f874824,d9e7e7778b32987280a6f2cb9a39c57d,30:35.0,76.9,22.6,99.5,186225e3a0cbe611c2f5a992977ea60d,delivered,40:18.0,31:01.0,31:00.0,28:47.0,18-07-2018,15,-25,00:00.0,2,debit_card,1,99.5,08-06-2018
d41e97a225fbac25a0a54dda976cd7b7,1,49b624365d1b55a1747aedf255a15e62,3db66a856d18a9cba7c9241fc5221c50,55:28.0,179.9,27.56,207.46,03b5e9c6d19a9bcc8015ec2660ae1936,delivered,39:59.0,55:28.0,44:00.0,02:52.0,23-07-2018,4,-24,00:00.0,2,debit_card,1,207.46,25-06-2018
de1c6db658e84e0ba847b2c1bc857bb5,1,e3f7b3cbb0ccf1f1e361e6974b22e346,1835b56ce799e6a4dc4eddc053f04066,10:22.0,41,18.77,59.77,74a78c83e4b1d9c3e6ab6e59de7437a7,delivered,59:54.0,10:22.0,12:01.0,22:39.0,24-04-2018,18,-8,00:00.0,2,debit_card,1,119.54,29-03-2018
f5691c2b1ca263490374d13d020bd950,1,04f352bc78b371f4392b0077d5648de5,f783a638e9c6af4a7d0dbfde811e7a81,50:26.0,134.9,38.08,172.98,ed369d5d0e1850f096e478def9027961,delivered,38:14.0,50:26.0,52:31.0,53:25.0,22-03-2018,58,32,00:00.0,2,debit_card,1,172.98,24-02-2018
f99194329617b84446bef86322b39b74,1,5568499d3c902609fbaa24d6639ef909,ea8482cd71df3c1969d7b9473ff13abc,15:58.0,21.99,15.25,37.24,0fd30fd57ed5a3df87af7a769f901f46,delivered,57:42.0,15:58.0,48:00.0,02:58.0,17-07-2018,10,-13,00:00.0,2,credit_card,1,17.44,23-06-2018
ffc730a0615d28ec19f9cad02cb41442,1,20b4a894367b7b66ea1c5ae7efb5a7eb,9f505651f4a6abe901a56cdc21508025,15:15.0,19.99,7.4,27.39,7ba25938d3d2de27a81b3af43e2c5a51,delivered,03:13.0,15:15.0,56:00.0,05:08.0,02-08-2018,1,-7,00:00.0,2,credit_card,1,12.63,25-07-2018
01358622f65717728b3b2ec2cf4e8812,1,017692475c1c954ff597feda05131d73,3c7c4a49ec3c6550809089c6a2ca9370,10:14.0,13.99,7.78,21.77,21307401801cf2242315563c89d8b9fb,delivered,00:08.0,10:14.0,45:28.0,08:15.0,10-11-2017,2,-10,00:00.0,2,credit_card,1,14.8,28-10-2017
037556f936da90c5f9504956ff286860,1,53759a2ecddad2bb87a079a1f1519f73,1f50f920176fa81dab994f9023523100,10:24.0,59.9,13,72.9,4dd66b17e6ebfe130ef40705bb44a1c2,delivered,02:54.0,10:24.0,03:20.0,36:56.0,30-05-2017,10,-18,00:00.0,2,credit_card,1,36.6,02-05-2017
